ANATOMY_ID,Previous Anatomy ID,Current Anatomy ID,Body part,Organ,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4
5080001000001000000000,7020101,5080001000001000000000,Genitalia,Penis,NA,Artery,NA,NA,Tunica adventitia,NA,NA,NA,NA
5080001000002000000000,7020102,5080001000002000000000,Genitalia,Penis,NA,Artery,NA,NA,Tunica intima,NA,NA,NA,NA
5080001000002010000000,7020103,5080001000002010000000,Genitalia,Penis,NA,Artery,NA,NA,Tunica intima,Subendothelial layer,NA,NA,NA
5080001000003000000000,7020104,5080001000003000000000,Genitalia,Penis,NA,Artery,NA,NA,Tunica media,NA,NA,NA,NA
5080002000000000000000,7020200,5080002000000000000000,Genitalia,Penis,NA,Vein,NA,NA,NA,NA,NA,NA,NA
5080002000001000000000,7020201,5080002000001000000000,Genitalia,Penis,NA,Vein,NA,NA,Tunica adventitia,NA,NA,NA,NA
5080002000002000000000,7020202,5080002000002000000000,Genitalia,Penis,NA,Vein,NA,NA,Tunica intima,NA,NA,NA,NA
5080002000002010000000,7020203,5080002000002010000000,Genitalia,Penis,NA,Vein,NA,NA,Tunica intima,Subendothelial layer,NA,NA,NA
5080002000003000000000,7020204,5080002000003000000000,Genitalia,Penis,NA,Vein,NA,NA,Tunica media,NA,NA,NA,NA
5080003000000000000000,7020300,5080003000000000000000,Genitalia,Penis,NA,Erectile tissue,NA,NA,NA,NA,NA,NA,NA
5080003010000000000000,7020301,5080003010000000000000,Genitalia,Penis,NA,Erectile tissue,Corpus cavernosum penis,NA,NA,NA,NA,NA,NA
5080003010100000000000,7020302,5080003010100000000000,Genitalia,Penis,NA,Erectile tissue,Corpus cavernosum penis,Connective tissue,NA,NA,NA,NA,NA
5080003010200000000000,7020303,5080003010200000000000,Genitalia,Penis,NA,Erectile tissue,Corpus cavernosum penis,Tunica adventitia,NA,NA,NA,NA,NA
5080004000000000000000,7020400,5080004000000000000000,Genitalia,Penis,NA,Capillary,NA,NA,NA,NA,NA,NA,NA
5080005000000000000000,7020500,5080005000000000000000,Genitalia,Penis,NA,Skin,NA,NA,NA,NA,NA,NA,NA
5080005010000000000000,7020501,5080005010000000000000,Genitalia,Penis,NA,Skin,Dermis,NA,NA,NA,NA,NA,NA
5080005010100000000000,7020502,5080005010100000000000,Genitalia,Penis,NA,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA
5080005010101000000000,7020503,5080005010101000000000,Genitalia,Penis,NA,Skin,Dermis,Apocrine sweat gland,Duct,NA,NA,NA,NA
5080005010200000000000,7020504,5080005010200000000000,Genitalia,Penis,NA,Skin,Dermis,Eccrine sweat gland,NA,NA,NA,NA,NA
5080005010201000000000,7020505,5080005010201000000000,Genitalia,Penis,NA,Skin,Dermis,Eccrine sweat gland,Duct,NA,NA,NA,NA
5080005010300000000000,7020506,5080005010300000000000,Genitalia,Penis,NA,Skin,Dermis,Sebaceous gland,NA,NA,NA,NA,NA
5080005010301000000000,7020507,5080005010301000000000,Genitalia,Penis,NA,Skin,Dermis,Sebaceous gland,Duct,NA,NA,NA,NA
5080005020000000000000,7020508,5080005020000000000000,Genitalia,Penis,NA,Skin,Epidermis,NA,NA,NA,NA,NA,NA
5090000000000000000000,7030000,5090000000000000000000,Genitalia,Testis,NA,NA,NA,NA,NA,NA,NA,NA,NA
5090000000100000000000,7030001,5090000000100000000000,Genitalia,Testis,NA,NA,NA,Tunica albuginea,NA,NA,NA,NA,NA
5090100000000000000000,7030100,5090100000000000000000,Genitalia,Testis,Lobule of testis,NA,NA,NA,NA,NA,NA,NA,NA
5090100000100000000000,7030101,5090100000100000000000,Genitalia,Testis,Lobule of testis,NA,NA,Loose connective tissue,NA,NA,NA,NA,NA
5090101000000000000000,7030200,5090101000000000000000,Genitalia,Testis,Lobule of testis,Seminiferous tubule,NA,NA,NA,NA,NA,NA,NA
5090101000001000000000,7030201,5090101000001000000000,Genitalia,Testis,Lobule of testis,Seminiferous tubule,NA,NA,Epithelium,NA,NA,NA,NA
6000000000000000000000,8000000,6000000000000000000000,Ubiquitous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6000000000000010000000,8000001,6000000000000010000000,Ubiquitous,NA,NA,NA,NA,NA,NA,Epithelium,NA,NA,NA
6000000010000000000000,8000600,6000000010000000000000,Ubiquitous,NA,NA,NA,Mucosa,NA,NA,NA,NA,NA,NA
6000000010000010000000,8000601,6000000010000010000000,Ubiquitous,NA,NA,NA,Mucosa,NA,NA,Epithelium,NA,NA,NA
6000000020000000000000,8000700,6000000020000000000000,Ubiquitous,NA,NA,NA,Serosa,NA,NA,NA,NA,NA,NA
6000000020000010000000,8000701,6000000020000010000000,Ubiquitous,NA,NA,NA,Serosa,NA,NA,Epithelium,NA,NA,NA
6000001000000000000000,8000100,6000001000000000000000,Ubiquitous,NA,NA,Bone,NA,NA,NA,NA,NA,NA,NA
6000001000001000000000,8000101,6000001000001000000000,Ubiquitous,NA,NA,Bone,NA,NA,Endosteum,NA,NA,NA,NA
6000001010000000000000,8000102,6000001010000000000000,Ubiquitous,NA,NA,Bone,Bone marrow,NA,NA,NA,NA,NA,NA
6000001010100000000000,8000103,6000001010100000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient artery,NA,NA,NA,NA,NA
6000001010101000000000,8000104,6000001010101000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient artery,Tunica adventitia,NA,NA,NA,NA
6000001010102000000000,8000105,6000001010102000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient artery,Tunica intima,NA,NA,NA,NA
6000001010102010000000,8000106,6000001010102010000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient artery,Tunica intima,Subendothelial layer,NA,NA,NA
6000001010103000000000,8000107,6000001010103000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient artery,Tunica media,NA,NA,NA,NA
6000001010200000000000,8000108,6000001010200000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient vein,NA,NA,NA,NA,NA
6000001010201000000000,8000109,6000001010201000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient vein,Tunica adventitia,NA,NA,NA,NA
6000001010202000000000,8000110,6000001010202000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient vein,Tunica intima,NA,NA,NA,NA
6000001010202010000000,8000111,6000001010202010000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient vein,Tunica intima,Subendothelial layer,NA,NA,NA
6000001010203000000000,8000112,6000001010203000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Nutrient vein,Tunica media,NA,NA,NA,NA
6000001010300000000000,8000113,6000001010300000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Reticular tissue,NA,NA,NA,NA,NA
6000001010400000000000,8000114,6000001010400000000000,Ubiquitous,NA,NA,Bone,Bone marrow,Sinusoid,NA,NA,NA,NA,NA
6000001020000000000000,8000115,6000001020000000000000,Ubiquitous,NA,NA,Bone,Growth plate,NA,NA,NA,NA,NA,NA
6000002000000000000000,8000200,6000002000000000000000,Ubiquitous,NA,NA,Cartilage,NA,NA,NA,NA,NA,NA,NA
6000002010000000000000,8000201,6000002010000000000000,Ubiquitous,NA,NA,Cartilage,Elastic cartilage,NA,NA,NA,NA,NA,NA
6000002020000000000000,8000202,6000002020000000000000,Ubiquitous,NA,NA,Cartilage,Hyaline cartilage,NA,NA,NA,NA,NA,NA
6000002020100000000000,8000203,6000002020100000000000,Ubiquitous,NA,NA,Cartilage,Hyaline cartilage,Perichondrium,NA,NA,NA,NA,NA
6000002030000000000000,8000204,6000002030000000000000,Ubiquitous,NA,NA,Cartilage,Fibrocartilage,NA,NA,NA,NA,NA,NA
6000002040000000000000,8000205,6000002040000000000000,Ubiquitous,NA,NA,Cartilage,Synchondroses,NA,NA,NA,NA,NA,NA
6000002040100000000000,8000206,6000002040100000000000,Ubiquitous,NA,NA,Cartilage,Synchondroses,Hyaline cartilage,NA,NA,NA,NA,NA
6000003000000000000000,8000300,6000003000000000000000,Ubiquitous,NA,NA,Muscle,NA,NA,NA,NA,NA,NA,NA
6000003010000000000000,8000301,6000003010000000000000,Ubiquitous,NA,NA,Muscle,Skeletal muscle,NA,NA,NA,NA,NA,NA
6000003020000000000000,8000302,6000003020000000000000,Ubiquitous,NA,NA,Muscle,Smooth muscle,NA,NA,NA,NA,NA,NA
6000004000000000000000,8000400,6000004000000000000000,Ubiquitous,NA,NA,Skin,NA,NA,NA,NA,NA,NA,NA
6000004010000000000000,8000401,6000004010000000000000,Ubiquitous,NA,NA,Skin,Dermis,NA,NA,NA,NA,NA,NA
6000004010100000000000,8000402,6000004010100000000000,Ubiquitous,NA,NA,Skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA,NA
6000004010200000000000,8000403,6000004010200000000000,Ubiquitous,NA,NA,Skin,Dermis,Eccrine sweat gland,NA,NA,NA,NA,NA
6000004010300000000000,8000404,6000004010300000000000,Ubiquitous,NA,NA,Skin,Dermis,Papillary layer,NA,NA,NA,NA,NA
6000004010301000000000,8000405,6000004010301000000000,Ubiquitous,NA,NA,Skin,Dermis,Papillary layer,Meissner corpuscle,NA,NA,NA,NA
6000004010400000000000,8000406,6000004010400000000000,Ubiquitous,NA,NA,Skin,Dermis,Reticular layer,NA,NA,NA,NA,NA
6000004010401000000000,8000407,6000004010401000000000,Ubiquitous,NA,NA,Skin,Dermis,Reticular layer,Sebaceous gland,NA,NA,NA,NA
6000004010500000000000,8000428,6000004010500000000000,Ubiquitous,NA,NA,Skin,Dermis,Dorsal dermis,NA,NA,NA,NA,NA
6000004010600000000000,8000429,6000004010600000000000,Ubiquitous,NA,NA,Skin,Dermis,Ventral dermis,NA,NA,NA,NA,NA
6000004020000000000000,8000408,6000004020000000000000,Ubiquitous,NA,NA,Skin,Epidermis,NA,NA,NA,NA,NA,NA
6000004020100000000000,8000414,6000004020100000000000,Ubiquitous,NA,NA,Skin,Epidermis,Stratified epidermis,NA,NA,NA,NA,NA
6000004020101000000000,8000409,6000004020101000000000,Ubiquitous,NA,NA,Skin,Epidermis,Stratified epidermis,Stratum basale,NA,NA,NA,NA
6000004020102000000000,8000410,6000004020102000000000,Ubiquitous,NA,NA,Skin,Epidermis,Stratified epidermis,Stratum corneum,NA,NA,NA,NA
6000004020103000000000,8000411,6000004020103000000000,Ubiquitous,NA,NA,Skin,Epidermis,Stratified epidermis,Stratum granulosum,NA,NA,NA,NA
6000004020104000000000,8000412,6000004020104000000000,Ubiquitous,NA,NA,Skin,Epidermis,Stratified epidermis,Stratum lucidum,NA,NA,NA,NA
6000004020105000000000,8000413,6000004020105000000000,Ubiquitous,NA,NA,Skin,Epidermis,Stratified epidermis,Stratum spinosum,NA,NA,NA,NA
6000004030000000000000,8000430,6000004030000000000000,Ubiquitous,NA,NA,Skin,Subcutaneous adipose tissue,NA,NA,NA,NA,NA,NA
6000004040000000000000,8000415,6000004040000000000000,Ubiquitous,NA,NA,Skin,White adipose tissue,NA,NA,NA,NA,NA,NA
6000004050000000000000,8000416,6000004050000000000000,Ubiquitous,NA,NA,Skin,Subcutis,NA,NA,NA,NA,NA,NA
6000004050100000000000,8000417,6000004050100000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,NA,NA,NA,NA,NA
6000004050101000000000,8000418,6000004050101000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Dermal papilla,NA,NA,NA,NA
6000004050102000000000,8000419,6000004050102000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Hair matrix,NA,NA,NA,NA
6000004050103000000000,8000420,6000004050103000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Root sheeth,NA,NA,NA,NA
6000004050104000000000,8000421,6000004050104000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Bulge,NA,NA,NA,NA
6000004050105000000000,8000422,6000004050105000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Arrector pili muscle,NA,NA,NA,NA
6000004050106000000000,8000423,6000004050106000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Inner root sheath,NA,NA,NA,NA
6000004050106010000000,8000424,6000004050106010000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Inner root sheath,Medulla,NA,NA,NA
6000004050106020000000,8000425,6000004050106020000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Inner root sheath,Cortex,NA,NA,NA
6000004050106030000000,8000426,6000004050106030000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Inner root sheath,Cuticle,NA,NA,NA
6000004050107000000000,8000427,6000004050107000000000,Ubiquitous,NA,NA,Skin,Subcutis,Hair follicle,Outer root sheeth,NA,NA,NA,NA
6000005000000000000000,8000500,6000005000000000000000,Ubiquitous,NA,NA,Hair,NA,NA,NA,NA,NA,NA,NA
6000005010000000000000,8000501,6000005010000000000000,Ubiquitous,NA,NA,Hair,Hair root,NA,NA,NA,NA,NA,NA
6000005020000000000000,8000502,6000005020000000000000,Ubiquitous,NA,NA,Hair,Hair bulb,NA,NA,NA,NA,NA,NA
6000005030000000000000,8000503,6000005030000000000000,Ubiquitous,NA,NA,Hair,Hair matrix,NA,NA,NA,NA,NA,NA
6000005040000000000000,8000504,6000005040000000000000,Ubiquitous,NA,NA,Hair,Hair shaft,NA,NA,NA,NA,NA,NA
6000005040100000000000,8000505,6000005040100000000000,Ubiquitous,NA,NA,Hair,Hair shaft,Hair shaft cuticle,NA,NA,NA,NA,NA
6000005040200000000000,8000506,6000005040200000000000,Ubiquitous,NA,NA,Hair,Hair shaft,Henle's layer,NA,NA,NA,NA,NA
6000005040300000000000,8000507,6000005040300000000000,Ubiquitous,NA,NA,Hair,Hair shaft,Huxley's layer,NA,NA,NA,NA,NA
6000005050000000000000,8000508,6000005050000000000000,Ubiquitous,NA,NA,Hair,Hair papilla,NA,NA,NA,NA,NA,NA
6000006000000000000000,8000800,6000006000000000000000,Ubiquitous,NA,NA,Blood vessel,NA,NA,NA,NA,NA,NA,NA
6000006000100000000000,8000817,6000006000100000000000,Ubiquitous,NA,NA,Blood vessel,NA,Tunica adventitia,NA,NA,NA,NA,NA
6000006010000000000000,8000801,6000006010000000000000,Ubiquitous,NA,NA,Blood vessel,Vein,NA,NA,NA,NA,NA,NA
6000006010100000000000,8000802,6000006010100000000000,Ubiquitous,NA,NA,Blood vessel,Vein,Tunica adventitia,NA,NA,NA,NA,NA
6000006010200000000000,8000803,6000006010200000000000,Ubiquitous,NA,NA,Blood vessel,Vein,Tunica intima,NA,NA,NA,NA,NA
6000006010201000000000,8000804,6000006010201000000000,Ubiquitous,NA,NA,Blood vessel,Vein,Tunica intima,Subendothelial layer,NA,NA,NA,NA
6000006010300000000000,8000805,6000006010300000000000,Ubiquitous,NA,NA,Blood vessel,Vein,Tunica media,NA,NA,NA,NA,NA
6000006020000000000000,8000806,6000006020000000000000,Ubiquitous,NA,NA,Blood vessel,Artery,NA,NA,NA,NA,NA,NA
6000006020100000000000,8000807,6000006020100000000000,Ubiquitous,NA,NA,Blood vessel,Artery,Tunica adventitia,NA,NA,NA,NA,NA
6000006020200000000000,8000808,6000006020200000000000,Ubiquitous,NA,NA,Blood vessel,Artery,Tunica intima,NA,NA,NA,NA,NA
6000006020201000000000,8000809,6000006020201000000000,Ubiquitous,NA,NA,Blood vessel,Artery,Tunica intima,Subendothelial layer,NA,NA,NA,NA
6000006020300000000000,8000810,6000006020300000000000,Ubiquitous,NA,NA,Blood vessel,Artery,Tunica media,NA,NA,NA,NA,NA
6000006030000000000000,8000811,6000006030000000000000,Ubiquitous,NA,NA,Blood vessel,Capillary bed,NA,NA,NA,NA,NA,NA
6000006040000000000000,8000812,6000006040000000000000,Ubiquitous,NA,NA,Blood vessel,Venule,NA,NA,NA,NA,NA,NA
6000006040100000000000,8000813,6000006040100000000000,Ubiquitous,NA,NA,Blood vessel,Venule,Basal lamina,NA,NA,NA,NA,NA
6000006050000000000000,8000814,6000006050000000000000,Ubiquitous,NA,NA,Blood vessel,Arteriole,NA,NA,NA,NA,NA,NA
6000006050100000000000,8000815,6000006050100000000000,Ubiquitous,NA,NA,Blood vessel,Arteriole,Basal lamina,NA,NA,NA,NA,NA
6000006060000000000000,8000816,6000006060000000000000,Ubiquitous,NA,NA,Blood vessel,Afferent arteriole,NA,NA,NA,NA,NA,NA
6000006070000000000000,8000818,6000006070000000000000,Ubiquitous,NA,NA,Blood vessel,Capillary,NA,NA,NA,NA,NA,NA
6000007000000000000000,8000900,6000007000000000000000,Ubiquitous,NA,NA,Adipose tissue,NA,NA,NA,NA,NA,NA,NA
6000007000100000000000,8000901,6000007000100000000000,Ubiquitous,NA,NA,Adipose tissue,NA,Subcutaneous adipose tissue,NA,NA,NA,NA,NA
6000007000200000000000,8000902,6000007000200000000000,Ubiquitous,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,NA,NA,NA,NA,NA
6000007000201000000000,8000903,6000007000201000000000,Ubiquitous,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,Omental,NA,NA,NA,NA
6000007000202000000000,8000904,6000007000202000000000,Ubiquitous,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,Retroperitoneal,NA,NA,NA,NA
6000007000203000000000,8000905,6000007000203000000000,Ubiquitous,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,Visceral,NA,NA,NA,NA
6000007000300000000000,8000906,6000007000300000000000,Ubiquitous,NA,NA,Adipose tissue,NA,Vascular,NA,NA,NA,NA,NA
6000007000400000000000,8000907,6000007000400000000000,Ubiquitous,NA,NA,Adipose tissue,NA,Body subcutaneous adipose tissue,NA,NA,NA,NA,NA
6000007010000000000000,8001000,6000007010000000000000,Ubiquitous,NA,NA,Adipose tissue,White adipose tissue,NA,NA,NA,NA,NA,NA
6000007010100000000000,8001001,6000007010100000000000,Ubiquitous,NA,NA,Adipose tissue,White adipose tissue,Subcutaneous adipose tissue,NA,NA,NA,NA,NA
6000007010200000000000,8001002,6000007010200000000000,Ubiquitous,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,NA,NA,NA,NA,NA
6000007010201000000000,8001003,6000007010201000000000,Ubiquitous,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,Omental,NA,NA,NA,NA
6000007010202000000000,8001004,6000007010202000000000,Ubiquitous,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,Retroperitoneal,NA,NA,NA,NA
6000007010203000000000,8001005,6000007010203000000000,Ubiquitous,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,Visceral,NA,NA,NA,NA
6000007010300000000000,8001006,6000007010300000000000,Ubiquitous,NA,NA,Adipose tissue,White adipose tissue,Body subcutaneous adipose tissue,NA,NA,NA,NA,NA
6000007020000000000000,8001100,6000007020000000000000,Ubiquitous,NA,NA,Adipose tissue,Brown adipose tissue,NA,NA,NA,NA,NA,NA
6000007020100000000000,8001101,6000007020100000000000,Ubiquitous,NA,NA,Adipose tissue,Brown adipose tissue,Paravertebral brown adipose depot,NA,NA,NA,NA,NA
6000007020200000000000,8001102,6000007020200000000000,Ubiquitous,NA,NA,Adipose tissue,Brown adipose tissue,Sacral brown adipose depot,NA,NA,NA,NA,NA
6000007020300000000000,8001103,6000007020300000000000,Ubiquitous,NA,NA,Adipose tissue,Brown adipose tissue,Lumbar brown adipose depot,NA,NA,NA,NA,NA
6000007020400000000000,8001104,6000007020400000000000,Ubiquitous,NA,NA,Adipose tissue,Brown adipose tissue,Thoracic brown adipose depot,NA,NA,NA,NA,NA
6000007020500000000000,8001105,6000007020500000000000,Ubiquitous,NA,NA,Adipose tissue,Brown adipose tissue,Cervical brown adipose depot,NA,NA,NA,NA,NA
6000007020600000000000,8001106,6000007020600000000000,Ubiquitous,NA,NA,Adipose tissue,Brown adipose tissue,Body subcutaneous adipose tissue,NA,NA,NA,NA,NA
6000008000000000000000,8001200,6000008000000000000000,Ubiquitous,NA,NA,Joint,NA,NA,NA,NA,NA,NA,NA
6000008010000000000000,8001300,6000008010000000000000,Ubiquitous,NA,NA,Joint,Tendon,NA,NA,NA,NA,NA,NA
6000008010001000000000,8001301,6000008010001000000000,Ubiquitous,NA,NA,Joint,Tendon,NA,Epitenon,NA,NA,NA,NA
6000008010002000000000,8001302,6000008010002000000000,Ubiquitous,NA,NA,Joint,Tendon,NA,Endotenon,NA,NA,NA,NA
6000008010100000000000,8001303,6000008010100000000000,Ubiquitous,NA,NA,Joint,Tendon,Tertiary fiber bundle,NA,NA,NA,NA,NA
6000008010200000000000,8001304,6000008010200000000000,Ubiquitous,NA,NA,Joint,Tendon,Secondary fiber bundle (fascicle),NA,NA,NA,NA,NA
6000008010300000000000,8001305,6000008010300000000000,Ubiquitous,NA,NA,Joint,Tendon,Primary fiber bundle (subfascicle),NA,NA,NA,NA,NA
6000008010301000000000,8001306,6000008010301000000000,Ubiquitous,NA,NA,Joint,Tendon,Primary fiber bundle (subfascicle),Collagen fiber,NA,NA,NA,NA
6000008010302000000000,8001307,6000008010302000000000,Ubiquitous,NA,NA,Joint,Tendon,Primary fiber bundle (subfascicle),Collagen fibril,NA,NA,NA,NA
6000008020000000000000,8001400,6000008020000000000000,Ubiquitous,NA,NA,Joint,Ligament,NA,NA,NA,NA,NA,NA
6000008030000000000000,8001500,6000008030000000000000,Ubiquitous,NA,NA,Joint,Fascia,NA,NA,NA,NA,NA,NA
6000100000000000000000,8010000,6000100000000000000000,Ubiquitous,NA,Central nervous system,NA,NA,NA,NA,NA,NA,NA,NA
6000200000000000000000,8020000,6000200000000000000000,Ubiquitous,NA,Peripheral nervous system,NA,NA,NA,NA,NA,NA,NA,NA
6000300000000000000000,8030000,6000300000000000000000,Ubiquitous,NA,Circulating,NA,NA,NA,NA,NA,NA,NA,NA
7000000000000000000000,9000000,7000000000000000000000,Embryo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7010000000000000000000,9010000|9020000|9030000|9040000|9050000,7010000000000000000000,Embryo,Zygote|2-cell stage|4-cell stage|8-cell stage|Morula (12,NA|16-32 cell),NA,NA,NA,NA,NA,NA,NA,NA
7010001000000000000000,9050100,7010001000000000000000,Embryo,Morula (12,16-32 cell),NA,Inner cell mass,NA,NA,NA,NA,NA,NA
7010002000000000000000,9050200,7010002000000000000000,Embryo,Morula (12,16-32 cell),NA,Outer cell layer,NA,NA,NA,NA,NA,NA
7020000000000000000000,9060000,7020000000000000000000,Embryo,Blastocyst,NA,NA,NA,NA,NA,NA,NA,NA,NA
7020001000000000000000,9060100,7020001000000000000000,Embryo,Blastocyst,NA,Inner cell mass (embryoblast),NA,NA,NA,NA,NA,NA,NA
7020002000000000000000,9060200,7020002000000000000000,Embryo,Blastocyst,NA,Syncytiotrophoblast,NA,NA,NA,NA,NA,NA,NA
7020003000000000000000,9060300,7020003000000000000000,Embryo,Blastocyst,NA,Cytotrophoblast (layer of Langhans: in contact with syncytiotrophoblast,outside of endometrium),NA,NA,NA,NA,NA,NA
7020004000000000000000,9060400,7020004000000000000000,Embryo,Blastocyst,NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with embryoblast,outside of endometrium),NA,NA,NA,NA,NA
7020005000000000000000,9060500,7020005000000000000000,Embryo,Blastocyst,NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with hypoblast,outside of endometrium),NA,NA,NA,NA,NA
7020006000000000000000,9060600,7020006000000000000000,Embryo,Blastocyst,NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with blastocyst cavity,outside of endometrium),NA,NA,NA,NA,NA
7020007000000000000000,9060700,7020007000000000000000,Embryo,Blastocyst,NA,Trophoblast,NA,NA,NA,NA,NA,NA,NA
7020007000100000000000,9060701,7020007000100000000000,Embryo,Blastocyst,NA,Trophoblast,NA,Polar,NA,NA,NA,NA,NA
7020007000200000000000,9060702,7020007000200000000000,Embryo,Blastocyst,NA,Trophoblast,NA,Mural,NA,NA,NA,NA,NA
7030000000000000000000,9070000,7030000000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,NA,NA,NA,NA,NA,NA,NA,NA
7030001000000000000000,9070100,7030001000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Syncytiotrophoblast (contact with endometrial epithelial cell),NA,NA,NA,NA,NA,NA,NA
7030002000000000000000,9070200,7030002000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Syncytiotrophoblast (contact with closing plug),NA,NA,NA,NA,NA,NA,NA
7030003000000000000000,9070300,7030003000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Syncytiotrophoblast (contact with  primary chorionic villi),NA,NA,NA,NA,NA,NA,NA
7030004000000000000000,9070400,7030004000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Syncytiotrophoblast (with trophoblastic lacuna),NA,NA,NA,NA,NA,NA,NA
7030005000000000000000,9070500,7030005000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: in contact with syncytiotrophoblast,in contact with amnion,inside of endometrium),NA,NA,NA,NA,NA
7030006000000000000000,9070600,7030006000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: in contact with syncytiotrophoblast,in contact with epiblast,inside of endometrium),NA,NA,NA,NA,NA
7030007000000000000000,9070700,7030007000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: in contact with syncytiotrophoblast,in contact with hypoblast,inside of endometrium),NA,NA,NA,NA,NA
7030008000000000000000,9070800,7030008000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: in contact with syncytiotrophoblast,in contact with exocoelomic membrane,inside of endometrium),NA,NA,NA,NA,NA
7030009000000000000000,9070900,7030009000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with exocoelomic membrane,inside of endometrium),NA,NA,NA,NA,NA
7030011000000000000000,9071000,7030011000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with exocoelomic membrane and endometrial epithelial cell),NA,NA,NA,NA,NA,NA
7030012000000000000000,9071100,7030012000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with exocoelomic membrane,outside of endometrium),NA,NA,NA,NA,NA
7030013000000000000000,9071200,7030013000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: in contact with syncytiotrophoblast,in contact with extraembryonic mesoderm,inside of endometrium),NA,NA,NA,NA,NA
7030014000000000000000,9071300,7030014000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with extraembryonic mesoderm and endometrial epithelial cell,inside of endometrium),NA,NA,NA,NA,NA
7030015000000000000000,9071400,7030015000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with extraembryonic mesoderm and lost part of endometrial epithelial cell,inside of endometrium),NA,NA,NA,NA,NA
7030016000000000000000,9071500,7030016000000000000000,Embryo,Blastocyst (bilaminar embryonic disc),NA,Cytotrophoblast (layer of Langhans: not in contact with syncytiotrophoblast,in contact with extraembryonic mesoderm and closing plug,inside of endometrium),NA,NA,NA,NA,NA
