ANATOMY_ID,Previous Anatomy ID,Current Anatomy ID,Body part,Organ,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4
1000000000000000000000,1000000,1000000000000000000000,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1000001000000000000000,1000100|1000101,1000001000000000000000,Head,NA,NA,Adipose tissue,NA,NA,NA,NA,NA,NA,NA
1000001000100000000000,1000102,1000001000100000000000,Head,NA,NA,Adipose tissue,NA,Subcutaneous adipose tissue,NA,NA,NA,NA,NA
1000001000200000000000,1000103,1000001000200000000000,Head,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,NA,NA,NA,NA,NA
1000001000201000000000,1000104,1000001000201000000000,Head,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,Omental,NA,NA,NA,NA
1000001000202000000000,1000105,1000001000202000000000,Head,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,Retroperitoneal,NA,NA,NA,NA
1000001000203000000000,1000106,1000001000203000000000,Head,NA,NA,Adipose tissue,NA,Intra-abdominal adipose tissue,Visceral,NA,NA,NA,NA
1000001010000000000000,1000200,1000001010000000000000,Head,NA,NA,Adipose tissue,Calvarial,NA,NA,NA,NA,NA,NA
1000001010100000000000,1000201,1000001010100000000000,Head,NA,NA,Adipose tissue,Calvarial,Subcutaneous adipose tissue,NA,NA,NA,NA,NA
1000001010101000000000,1000202,1000001010101000000000,Head,NA,NA,Adipose tissue,Calvarial,Subcutaneous adipose tissue,White adipose tissue,NA,NA,NA,NA
1000001020000000000000,1000300,1000001020000000000000,Head,NA,NA,Adipose tissue,Facial,NA,NA,NA,NA,NA,NA
1000001020100000000000,1000301,1000001020100000000000,Head,NA,NA,Adipose tissue,Facial,Subcutaneous adipose tissue,NA,NA,NA,NA,NA
1000001020101000000000,1000302,1000001020101000000000,Head,NA,NA,Adipose tissue,Facial,Subcutaneous adipose tissue,White adipose tissue,NA,NA,NA,NA
1000001030000000000000,1000400,1000001030000000000000,Head,NA,NA,Adipose tissue,Cranial,NA,NA,NA,NA,NA,NA
1000001030100000000000,1000401,1000001030100000000000,Head,NA,NA,Adipose tissue,Cranial,Subcutaneous adipose tissue,NA,NA,NA,NA,NA
1000001030101000000000,1000402,1000001030101000000000,Head,NA,NA,Adipose tissue,Cranial,Subcutaneous adipose tissue,White adipose tissue,NA,NA,NA,NA
1000001040000000000000,1000500,1000001040000000000000,Head,NA,NA,Adipose tissue,White adipose tissue,NA,NA,NA,NA,NA,NA
1000001040100000000000,1000501,1000001040100000000000,Head,NA,NA,Adipose tissue,White adipose tissue,Subcutaneous adipose tissue,NA,NA,NA,NA,NA
1000001040200000000000,1000502,1000001040200000000000,Head,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,NA,NA,NA,NA,NA
1000001040201000000000,1000503,1000001040201000000000,Head,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,Omental,NA,NA,NA,NA
1000001040202000000000,1000504,1000001040202000000000,Head,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,Retroperitoneal,NA,NA,NA,NA
1000001040203000000000,1000505,1000001040203000000000,Head,NA,NA,Adipose tissue,White adipose tissue,Intra-abdominal adipose tissue,Visceral,NA,NA,NA,NA
1000001050000000000000,1000600,1000001050000000000000,Head,NA,NA,Adipose tissue,Brown adipose tissue,NA,NA,NA,NA,NA,NA
1000002000000000000000,1000700,1000002000000000000000,Head,NA,NA,Skin,NA,NA,NA,NA,NA,NA,NA
1000002010000000000000,1000800,1000002010000000000000,Head,NA,NA,Skin,Facial skin,NA,NA,NA,NA,NA,NA
1000002010100000000000,1000801,1000002010100000000000,Head,NA,NA,Skin,Facial skin,Dermis,NA,NA,NA,NA,NA
1000002010101000000000,1000802,1000002010101000000000,Head,NA,NA,Skin,Facial skin,Dermis,Apocrine sweat gland,NA,NA,NA,NA
1000002010102000000000,1000803,1000002010102000000000,Head,NA,NA,Skin,Facial skin,Dermis,Eccrine sweat gland,NA,NA,NA,NA
1000002010103000000000,1000804,1000002010103000000000,Head,NA,NA,Skin,Facial skin,Dermis,Papillary layer,NA,NA,NA,NA
1000002010103010000000,1000805,1000002010103010000000,Head,NA,NA,Skin,Facial skin,Dermis,Papillary layer,Meissner corpuscle,NA,NA,NA
1000002010104000000000,1000806,1000002010104000000000,Head,NA,NA,Skin,Facial skin,Dermis,Reticular layer,NA,NA,NA,NA
1000002010104010000000,1000807,1000002010104010000000,Head,NA,NA,Skin,Facial skin,Dermis,Reticular layer,Sebaceous gland,NA,NA,NA
1000002010200000000000,1000808,1000002010200000000000,Head,NA,NA,Skin,Facial skin,Epidermis,NA,NA,NA,NA,NA
1000002010201000000000,1000814,1000002010201000000000,Head,NA,NA,Skin,Facial skin,Epidermis,Stratified epidermis,NA,NA,NA,NA
1000002010201010000000,1000809,1000002010201010000000,Head,NA,NA,Skin,Facial skin,Epidermis,Stratified epidermis,Stratum basale,NA,NA,NA
1000002010201020000000,1000810,1000002010201020000000,Head,NA,NA,Skin,Facial skin,Epidermis,Stratified epidermis,Stratum corneum,NA,NA,NA
1000002010201030000000,1000811,1000002010201030000000,Head,NA,NA,Skin,Facial skin,Epidermis,Stratified epidermis,Stratum granulosum,NA,NA,NA
1000002010201040000000,1000813,1000002010201040000000,Head,NA,NA,Skin,Facial skin,Epidermis,Stratified epidermis,Stratum spinosum,NA,NA,NA
1000002010201050000000,1000812,1000002010201050000000,Head,NA,NA,Skin,Facial skin,Epidermis,Stratified epidermis,Stratum lucidum,NA,NA,NA
1000002010300000000000,1000815,1000002010300000000000,Head,NA,NA,Skin,Facial skin,Subcutis,NA,NA,NA,NA,NA
1000002020000000000000,1000900,1000002020000000000000,Head,NA,NA,Skin,Cranial skin,NA,NA,NA,NA,NA,NA
1000002020100000000000,1000901,1000002020100000000000,Head,NA,NA,Skin,Cranial skin,Dermis,NA,NA,NA,NA,NA
1000003000000000000000,1260000,1000003000000000000000,Head,NA,NA,Skeletal tissue,NA,NA,NA,NA,NA,NA,NA
1000003000001000000000,1260001,1000003000001000000000,Head,NA,NA,Skeletal tissue,NA,NA,Endochondral bone,NA,NA,NA,NA
1000003000500000000000,1261200,1000003000500000000000,Head,NA,NA,Skeletal tissue,NA,Nasal bone,NA,NA,NA,NA,NA
1000003000600000000000,1261300,1000003000600000000000,Head,NA,NA,Skeletal tissue,NA,Nasal capsule,NA,NA,NA,NA,NA
1000003010000000000000,1260100,1000003010000000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),NA,NA,NA,NA,NA,NA
1000003010001000000000,1260101,1000003010001000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),NA,Membranous facial bone,NA,NA,NA,NA
1000003010002000000000,1260102,1000003010002000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),NA,Facial suture,NA,NA,NA,NA
1000003010003000000000,1260103,1000003010003000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),NA,Facial endochondral bone,NA,NA,NA,NA
1000003010100000000000,1260200,1000003010100000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Cartilaginous joints of the skull,NA,NA,NA,NA,NA
1000003010101000000000,1260201,1000003010101000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Cartilaginous joints of the skull,Rostral synchondrose,NA,NA,NA,NA
1000003010200000000000,1260300,1000003010200000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Caudal skull,NA,NA,NA,NA,NA
1000003010201000000000,1260301,1000003010201000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Caudal skull,Caudal skull membranous bone,NA,NA,NA,NA
1000003010300000000000,1260400,1000003010300000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Caudal facial endochondral bone,NA,NA,NA,NA,NA
1000003010400000000000,1260500,1000003010400000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Rostral facial endochondral bone,NA,NA,NA,NA,NA
1000003010500000000000,1260600,1000003010500000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Rostral skull,NA,NA,NA,NA,NA
1000003010501000000000,1260601,1000003010501000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Rostral skull,Rostral skull membranous bone,NA,NA,NA,NA
1000003010502000000000,1260602,1000003010502000000000,Head,NA,NA,Skeletal tissue,Cranial bone (skull),Rostral skull,Rostral suture,NA,NA,NA,NA
1000003020000000000000,1260700,1000003020000000000000,Head,NA,NA,Skeletal tissue,Mandible,NA,NA,NA,NA,NA,NA
1000003020100000000000,1260800,1000003020100000000000,Head,NA,NA,Skeletal tissue,Mandible,Mandibular fossa,NA,NA,NA,NA,NA
1000003020200000000000,1260900,1000003020200000000000,Head,NA,NA,Skeletal tissue,Mandible,Articular disc,NA,NA,NA,NA,NA
1000003020300000000000,1261000,1000003020300000000000,Head,NA,NA,Skeletal tissue,Mandible,Temporomandibular joint,NA,NA,NA,NA,NA
1000003020400000000000,1261100,1000003020400000000000,Head,NA,NA,Skeletal tissue,Mandible,Mandibular condyle,NA,NA,NA,NA,NA
1010000000000000000000,1010000,1010000000000000000000,Head,Brain,NA,NA,NA,NA,NA,NA,NA,NA,NA
1010001000000000000000,1010100,1010001000000000000000,Head,Brain,NA,Meninges,NA,NA,NA,NA,NA,NA,NA
1010001010000000000000,1010200,1010001010000000000000,Head,Brain,NA,Meninges,Dura mater,NA,NA,NA,NA,NA,NA
1010001010100000000000,1010201,1010001010100000000000,Head,Brain,NA,Meninges,Dura mater,Periosteal layer,NA,NA,NA,NA,NA
1010001010200000000000,1010202,1010001010200000000000,Head,Brain,NA,Meninges,Dura mater,Meningeal layer,NA,NA,NA,NA,NA
1010001010300000000000,1010203,1010001010300000000000,Head,Brain,NA,Meninges,Dura mater,Dural border cell layer,NA,NA,NA,NA,NA
1010001010400000000000,1010204,1010001010400000000000,Head,Brain,NA,Meninges,Dura mater,Meckel's cave (trigeminal cave),NA,NA,NA,NA,NA
1010001010401000000000,1010205,1010001010401000000000,Head,Brain,NA,Meninges,Dura mater,Meckel's cave (trigeminal cave),Trigeminal ganglion,NA,NA,NA,NA
1010001020000000000000,1010300,1010001020000000000000,Head,Brain,NA,Meninges,Arachnoid mater,NA,NA,NA,NA,NA,NA
1010001030000000000000,1010400,1010001030000000000000,Head,Brain,NA,Meninges,Pia mater,NA,NA,NA,NA,NA,NA
1010002000000000000000,1010500,1010002000000000000000,Head,Brain,NA,Blood-brain barrier,NA,NA,NA,NA,NA,NA,NA
1010002000100000000000,1010501,1010002000100000000000,Head,Brain,NA,Blood-brain barrier,NA,Continuous capillary,NA,NA,NA,NA,NA
1010100000000000000000,1020000,1010100000000000000000,Head,Brain,Cerebellum,NA,NA,NA,NA,NA,NA,NA,NA
1010100000100000000000,1020001,1010100000100000000000,Head,Brain,Cerebellum,NA,NA,Ventricular zone,NA,NA,NA,NA,NA
1010100010000000000000,1020500,1010100010000000000000,Head,Brain,Cerebellum,NA,White matter,NA,NA,NA,NA,NA,NA
1010101000000000000000,1020100,1010101000000000000000,Head,Brain,Cerebellum,Cerebellar cortex,NA,NA,NA,NA,NA,NA,NA
1010101010000000000000,1020200,1010101010000000000000,Head,Brain,Cerebellum,Cerebellar cortex,Granular layer of cerebellar cortex,NA,NA,NA,NA,NA,NA
1010101020000000000000,1020300,1010101020000000000000,Head,Brain,Cerebellum,Cerebellar cortex,Molecular layer of cerebellar cortex,NA,NA,NA,NA,NA,NA
1010101030000000000000,1020400,1010101030000000000000,Head,Brain,Cerebellum,Cerebellar cortex,Purkinje cell layer of cerebellar cortex,NA,NA,NA,NA,NA,NA
1010200000000000000000,1030000,1010200000000000000000,Head,Brain,Cerebrum,NA,NA,NA,NA,NA,NA,NA,NA
1010200010000000000000,1030001,1010200010000000000000,Head,Brain,Cerebrum,NA,White matter,NA,NA,NA,NA,NA,NA
1010201000000000000000,1030100,1010201000000000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,NA,NA,NA,NA,NA,NA
1010201000100000000000,1030101,1010201000100000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Cortical layer I (molecular layer),NA,NA,NA,NA,NA
1010201000200000000000,1030102,1010201000200000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Cortical layer II (external granular layer),NA,NA,NA,NA,NA
1010201000300000000000,1030103,1010201000300000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Cortical layer III (external pyramidal layer),NA,NA,NA,NA,NA
1010201000400000000000,1030104,1010201000400000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Cortical layer IV (internal granular layer),NA,NA,NA,NA,NA
1010201000500000000000,1030105,1010201000500000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Cortical layer V (internal pyramidal layer),NA,NA,NA,NA,NA
1010201000600000000000,1030106,1010201000600000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Cortical layer VI (multiform layer),NA,NA,NA,NA,NA
1010201000700000000000,1030107,1010201000700000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Neocortex,NA,NA,NA,NA,NA
1010201000800000000000,1030108,1010201000800000000000,Head,Brain,Cerebrum,Cerebral cortex,NA,Cortical layer II/III,NA,NA,NA,NA,NA
1010201010000000000000,1030200,1010201010000000000000,Head,Brain,Cerebrum,Cerebral cortex,Frontal lobe,NA,NA,NA,NA,NA,NA
1010201010100000000000,1030201,1010201010100000000000,Head,Brain,Cerebrum,Cerebral cortex,Frontal lobe,Superior frontal gyrus,NA,NA,NA,NA,NA
1010201010200000000000,1030202,1010201010200000000000,Head,Brain,Cerebrum,Cerebral cortex,Frontal lobe,Inferior frontal gyrus,NA,NA,NA,NA,NA
1010201010300000000000,1030203,1010201010300000000000,Head,Brain,Cerebrum,Cerebral cortex,Frontal lobe,Middle frontal gyrus,NA,NA,NA,NA,NA
1010201020000000000000,1030300,1010201020000000000000,Head,Brain,Cerebrum,Cerebral cortex,Parietal lobe,NA,NA,NA,NA,NA,NA
1010201030000000000000,1030400,1010201030000000000000,Head,Brain,Cerebrum,Cerebral cortex,Temporal lobe,NA,NA,NA,NA,NA,NA
1010201030100000000000,1030401,1010201030100000000000,Head,Brain,Cerebrum,Cerebral cortex,Temporal lobe,Superior temporal gyrus,NA,NA,NA,NA,NA
1010201030200000000000,1030402,1010201030200000000000,Head,Brain,Cerebrum,Cerebral cortex,Temporal lobe,Middle temporal gyrus,NA,NA,NA,NA,NA
1010201030300000000000,1030403,1010201030300000000000,Head,Brain,Cerebrum,Cerebral cortex,Temporal lobe,Inferior temporal gyrus,NA,NA,NA,NA,NA
1010201030400000000000,1030404,1010201030400000000000,Head,Brain,Cerebrum,Cerebral cortex,Temporal lobe,Lateral temporal lobe,NA,NA,NA,NA,NA
1010201040000000000000,1030500,1010201040000000000000,Head,Brain,Cerebrum,Cerebral cortex,Occipital lobe,NA,NA,NA,NA,NA,NA
1010201050000000000000,1030600,1010201050000000000000,Head,Brain,Cerebrum,Cerebral cortex,Insular cortex,NA,NA,NA,NA,NA,NA
1010202000000000000000,1030800,1010202000000000000000,Head,Brain,Cerebrum,Hippocampal formation,NA,NA,NA,NA,NA,NA,NA
1010202010000000000000,1030900,1010202010000000000000,Head,Brain,Cerebrum,Hippocampal formation,Dentate gyrus,NA,NA,NA,NA,NA,NA
1010202010100000000000,1030901,1010202010100000000000,Head,Brain,Cerebrum,Hippocampal formation,Dentate gyrus,Granule cell layer,NA,NA,NA,NA,NA
1010202010200000000000,1030902,1010202010200000000000,Head,Brain,Cerebrum,Hippocampal formation,Dentate gyrus,Molecular layer,NA,NA,NA,NA,NA
1010202010300000000000,1030903,1010202010300000000000,Head,Brain,Cerebrum,Hippocampal formation,Dentate gyrus,Polymorphic layer,NA,NA,NA,NA,NA
1010202020000000000000,1031000,1010202020000000000000,Head,Brain,Cerebrum,Hippocampal formation,Entorhinal cortex,NA,NA,NA,NA,NA,NA
1010202020100000000000,1031001,1010202020100000000000,Head,Brain,Cerebrum,Hippocampal formation,Entorhinal cortex,Medial entorhinal cortex,NA,NA,NA,NA,NA
1010202020101000000000,1031002,1010202020101000000000,Head,Brain,Cerebrum,Hippocampal formation,Entorhinal cortex,Medial entorhinal cortex,Layer II,NA,NA,NA,NA
1010202020102000000000,1031003,1010202020102000000000,Head,Brain,Cerebrum,Hippocampal formation,Entorhinal cortex,Medial entorhinal cortex,Layer III,NA,NA,NA,NA
1010202020200000000000,1031004,1010202020200000000000,Head,Brain,Cerebrum,Hippocampal formation,Entorhinal cortex,Lateral entorhinal cortex,NA,NA,NA,NA,NA
1010202020201000000000,1031005,1010202020201000000000,Head,Brain,Cerebrum,Hippocampal formation,Entorhinal cortex,Lateral entorhinal cortex,Layer II,NA,NA,NA,NA
1010202020202000000000,1031006,1010202020202000000000,Head,Brain,Cerebrum,Hippocampal formation,Entorhinal cortex,Lateral entorhinal cortex,Layer III,NA,NA,NA,NA
1010202030000000000000,1031100,1010202030000000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus,NA,NA,NA,NA,NA,NA
1010202040000000000000,1031200,1010202040000000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA1,NA,NA,NA,NA,NA,NA
1010202040100000000000,1031201,1010202040100000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA1,Alveus,NA,NA,NA,NA,NA
1010202040200000000000,1031202,1010202040200000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA1,Stratum lacnosum moleculare,NA,NA,NA,NA,NA
1010202040300000000000,1031203,1010202040300000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA1,Strstum oriens,NA,NA,NA,NA,NA
1010202040400000000000,1031204,1010202040400000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA1,Stratum pyramidale,NA,NA,NA,NA,NA
1010202040500000000000,1031205,1010202040500000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA1,Stratum radiatum,NA,NA,NA,NA,NA
1010202050000000000000,1031300,1010202050000000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA2,NA,NA,NA,NA,NA,NA
1010202050100000000000,1031301,1010202050100000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA2,Alveus,NA,NA,NA,NA,NA
1010202050200000000000,1031302,1010202050200000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA2,Stratum lacnosum moleculare,NA,NA,NA,NA,NA
1010202050300000000000,1031303,1010202050300000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA2,Strstum oriens,NA,NA,NA,NA,NA
1010202050400000000000,1031304,1010202050400000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA2,Stratum pyramidale,NA,NA,NA,NA,NA
1010202050500000000000,1031305,1010202050500000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA2,Stratum radiatum,NA,NA,NA,NA,NA
1010202060000000000000,1031400,1010202060000000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA3,NA,NA,NA,NA,NA,NA
1010202060100000000000,1031401,1010202060100000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA3,Alveus,NA,NA,NA,NA,NA
1010202060200000000000,1031402,1010202060200000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA3,Stratum lacnosum moleculare,NA,NA,NA,NA,NA
1010202060300000000000,1031403,1010202060300000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA3,Stratum lucidum,NA,NA,NA,NA,NA
1010202060400000000000,1031404,1010202060400000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA3,Strstum oriens,NA,NA,NA,NA,NA
1010202060500000000000,1031405,1010202060500000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA3,Stratum pyramidale,NA,NA,NA,NA,NA
1010202060600000000000,1031406,1010202060600000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA3,Stratum radiatum,NA,NA,NA,NA,NA
1010202070000000000000,1031500,1010202070000000000000,Head,Brain,Cerebrum,Hippocampal formation,Hippocampus CA4,NA,NA,NA,NA,NA,NA
1010202080000000000000,1031600,1010202080000000000000,Head,Brain,Cerebrum,Hippocampal formation,Parasubiculum,NA,NA,NA,NA,NA,NA
1010202090000000000000,1031700,1010202090000000000000,Head,Brain,Cerebrum,Hippocampal formation,Presubiculum,NA,NA,NA,NA,NA,NA
1010202110000000000000,1031800,1010202110000000000000,Head,Brain,Cerebrum,Hippocampal formation,Subiculum,NA,NA,NA,NA,NA,NA
1010203000000000000000,1031900,1010203000000000000000,Head,Brain,Cerebrum,Amygdala,NA,NA,NA,NA,NA,NA,NA
1010204000000000000000,1032000,1010204000000000000000,Head,Brain,Cerebrum,Basal ganglia,NA,NA,NA,NA,NA,NA,NA
1010204000100000000000,1032001,1010204000100000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Striatum,NA,NA,NA,NA,NA
1010204000101000000000,1032002,1010204000101000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Striatum,Caudate nucleus,NA,NA,NA,NA
1010204000102000000000,1032003,1010204000102000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Striatum,Putamen,NA,NA,NA,NA
1010204000200000000000,1032004,1010204000200000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Subthalamic nucleus,NA,NA,NA,NA,NA
1010204000300000000000,1032005,1010204000300000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Globus pallidus,NA,NA,NA,NA,NA
1010204000400000000000,1032006,1010204000400000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Lentiform nucleus,NA,NA,NA,NA,NA
1010204000500000000000,1032007,1010204000500000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Substantia nigra,NA,NA,NA,NA,NA
1010204000600000000000,1032008,1010204000600000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Substantia nigra pars compacta,NA,NA,NA,NA,NA
1010204000700000000000,1032009,1010204000700000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Nucleus basalis of Meynert,NA,NA,NA,NA,NA
1010204000800000000000,1032010,1010204000800000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Claustrum,NA,NA,NA,NA,NA
1010204000900000000000,1032011,1010204000900000000000,Head,Brain,Cerebrum,Basal ganglia,NA,Ventral tegmental area,NA,NA,NA,NA,NA
1010205000000000000000,1032100,1010205000000000000000,Head,Brain,Cerebrum,Cingulate gyrus (cingulate cortex),NA,NA,NA,NA,NA,NA,NA
1010205000100000000000,1032101,1010205000100000000000,Head,Brain,Cerebrum,Cingulate gyrus (cingulate cortex),NA,Anterior cingulate cortex,NA,NA,NA,NA,NA
1010205000200000000000,1032102,1010205000200000000000,Head,Brain,Cerebrum,Cingulate gyrus (cingulate cortex),NA,Posterior cingulate cortex,NA,NA,NA,NA,NA
1010206000000000000000,1032200,1010206000000000000000,Head,Brain,Cerebrum,Nucleus accumbens,NA,NA,NA,NA,NA,NA,NA
1010207000000000000000,1032300,1010207000000000000000,Head,Brain,Cerebrum,Olfactory bulb,NA,NA,NA,NA,NA,NA,NA
1010208000000000000000,1032400,1010208000000000000000,Head,Brain,Cerebrum,Corpus callosum,NA,NA,NA,NA,NA,NA,NA
1010300000000000000000,1040000,1010300000000000000000,Head,Brain,Diencephalon,NA,NA,NA,NA,NA,NA,NA,NA
1010301000000000000000,1040100,1010301000000000000000,Head,Brain,Diencephalon,Epithalamus,NA,NA,NA,NA,NA,NA,NA
1010302000000000000000,1040200,1010302000000000000000,Head,Brain,Diencephalon,Hypothalamus,NA,NA,NA,NA,NA,NA,NA
1010303000000000000000,1040300,1010303000000000000000,Head,Brain,Diencephalon,Mammillary body,NA,NA,NA,NA,NA,NA,NA
1010304000000000000000,1040400,1010304000000000000000,Head,Brain,Diencephalon,Pineal gland,NA,NA,NA,NA,NA,NA,NA
1010304000100000000000,1040401,1010304000100000000000,Head,Brain,Diencephalon,Pineal gland,NA,Lobule,NA,NA,NA,NA,NA
1010305000000000000000,1040500,1010305000000000000000,Head,Brain,Diencephalon,Thalamus,NA,NA,NA,NA,NA,NA,NA
1010400000000000000000,1050000,1010400000000000000000,Head,Brain,Fourth ventricle,NA,NA,NA,NA,NA,NA,NA,NA
1010401000000000000000,1050100,1010401000000000000000,Head,Brain,Fourth ventricle,Corpus callosum,NA,NA,NA,NA,NA,NA,NA
1010401000100000000000,1050101,1010401000100000000000,Head,Brain,Fourth ventricle,Corpus callosum,NA,Capillary,NA,NA,NA,NA,NA
1010500000000000000000,1060000,1010500000000000000000,Head,Brain,Cerebral ventricle,NA,NA,NA,NA,NA,NA,NA,NA
1010501000000000000000,1060100,1010501000000000000000,Head,Brain,Cerebral ventricle,Choroid plexus,NA,NA,NA,NA,NA,NA,NA
1010600000000000000000,1070000,1010600000000000000000,Head,Brain,Pituitary gland,NA,NA,NA,NA,NA,NA,NA,NA
1010601000000000000000,1070100,1010601000000000000000,Head,Brain,Pituitary gland,Adenohypophysis,NA,NA,NA,NA,NA,NA,NA
1010602000000000000000,1070200,1010602000000000000000,Head,Brain,Pituitary gland,Neurohypophysis,NA,NA,NA,NA,NA,NA,NA
1010700000000000000000,1080000,1010700000000000000000,Head,Brain,Brain stem,NA,NA,NA,NA,NA,NA,NA,NA
1010701000000000000000,1080100,1010701000000000000000,Head,Brain,Brain stem,Midbrain,NA,NA,NA,NA,NA,NA,NA
1010701010000000000000,1080200,1010701010000000000000,Head,Brain,Brain stem,Midbrain,Inferior colliculus,NA,NA,NA,NA,NA,NA
1010701020000000000000,1080300,1010701020000000000000,Head,Brain,Brain stem,Midbrain,Red nucleus,NA,NA,NA,NA,NA,NA
1010701030000000000000,1080400,1010701030000000000000,Head,Brain,Brain stem,Midbrain,Substantia nigra,NA,NA,NA,NA,NA,NA
1010701040000000000000,1080500,1010701040000000000000,Head,Brain,Brain stem,Midbrain,Superior colliculus,NA,NA,NA,NA,NA,NA
1010701050000000000000,1080600,1010701050000000000000,Head,Brain,Brain stem,Midbrain,Tegmentum,NA,NA,NA,NA,NA,NA
1010702000000000000000,1080700,1010702000000000000000,Head,Brain,Brain stem,Pons,NA,NA,NA,NA,NA,NA,NA
1010703000000000000000,1080800,1010703000000000000000,Head,Brain,Brain stem,Medulla oblongata,NA,NA,NA,NA,NA,NA,NA
1020000000000000000000,1090000,1020000000000000000000,Head,Ear,NA,NA,NA,NA,NA,NA,NA,NA,NA
1020001000000000000000,1100000,1020001000000000000000,Head,Ear,NA,External ear,NA,NA,NA,NA,NA,NA,NA
1020001010000000000000,1100100,1020001010000000000000,Head,Ear,NA,External ear,Auricle,NA,NA,NA,NA,NA,NA
1020001010100000000000,1100101,1020001010100000000000,Head,Ear,NA,External ear,Auricle,Skin,NA,NA,NA,NA,NA
1020001010101000000000,1100102,1020001010101000000000,Head,Ear,NA,External ear,Auricle,Skin,Epidermis,NA,NA,NA,NA
1020001010101010000000,1100103,1020001010101010000000,Head,Ear,NA,External ear,Auricle,Skin,Epidermis,Stratum corneum,NA,NA,NA
1020001010101020000000,1100104,1020001010101020000000,Head,Ear,NA,External ear,Auricle,Skin,Epidermis,Stratum granulosum,NA,NA,NA
1020001010101030000000,1100105,1020001010101030000000,Head,Ear,NA,External ear,Auricle,Skin,Epidermis,Stratum spinosum,NA,NA,NA
1020001010101040000000,1100106,1020001010101040000000,Head,Ear,NA,External ear,Auricle,Skin,Epidermis,Stratum basale,NA,NA,NA
1020001010102000000000,1100107,1020001010102000000000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,NA,NA,NA,NA
1020001010102010000000,1100108,1020001010102010000000,Head,Ear,NA,External ear,Auricle,Skin,Dermis,Papillary layer,NA,NA,NA
